Exercise,Video_File,Frame_Number,Side_Used,Elbow_Angle,Shoulder_Angle,Hip_Angle,Knee_Angle,Form_Label,Form
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,146,LEFT,123.17,4.71,175.83,179.76,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,148,LEFT,126.93,2.78,175.55,177.41,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,149,LEFT,129.39,1.77,176.85,174.36,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,151,LEFT,133.54,0.35,176.94,173.86,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,152,LEFT,135.79,0.17,177.05,173.86,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,159,LEFT,136.88,1.31,176.32,176.75,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,164,LEFT,135.35,1.34,173.39,174.14,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,175,LEFT,130.67,5.38,174.33,176.41,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,177,LEFT,128.98,7.0,173.68,173.13,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,178,LEFT,128.44,7.22,172.78,171.16,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,179,LEFT,128.27,7.26,170.85,167.19,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,180,LEFT,127.82,7.4,169.3,163.55,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,185,LEFT,128.61,5.17,169.5,169.5,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,186,LEFT,129.6,4.13,170.6,173.19,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,187,LEFT,127.8,4.63,170.57,174.6,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,191,LEFT,125.71,4.32,173.31,178.61,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,192,LEFT,122.17,5.66,174.94,179.7,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,193,LEFT,115.63,8.83,176.94,179.1,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,194,LEFT,110.8,10.78,178.35,178.75,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,195,LEFT,106.22,12.29,179.37,178.21,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,196,LEFT,101.93,15.1,176.65,177.7,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,197,LEFT,96.92,15.99,175.92,177.62,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,198,LEFT,92.94,14.79,174.94,177.96,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,199,LEFT,90.7,14.01,173.96,177.72,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,200,LEFT,87.57,13.29,172.75,177.04,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,201,LEFT,84.64,13.28,172.34,176.28,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,202,LEFT,81.44,13.19,172.59,176.41,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,203,LEFT,76.76,13.09,172.74,176.75,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,204,LEFT,73.64,12.91,173.03,177.1,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,205,LEFT,70.99,13.01,173.19,177.65,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,206,LEFT,67.52,13.14,173.24,178.49,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,207,LEFT,64.95,13.26,173.74,179.74,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,208,LEFT,62.64,13.7,173.07,179.97,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,209,LEFT,60.66,14.57,172.58,178.7,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,215,LEFT,65.9,17.6,171.66,177.53,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,216,LEFT,69.62,17.37,171.28,179.07,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,217,LEFT,75.08,16.96,170.98,179.86,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,218,LEFT,80.15,15.37,171.4,178.86,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,219,LEFT,84.31,14.71,171.48,178.3,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,220,LEFT,89.17,14.33,171.42,178.15,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,221,LEFT,94.14,14.28,171.52,177.95,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,222,LEFT,98.64,14.8,171.89,177.92,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,223,LEFT,103.0,14.89,172.01,177.94,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,224,LEFT,107.34,13.78,172.23,178.01,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,225,LEFT,112.34,13.02,172.43,178.08,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,226,LEFT,115.27,12.85,172.82,178.27,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,227,LEFT,119.07,12.77,172.82,177.94,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,228,LEFT,123.94,12.42,172.61,177.15,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,229,LEFT,128.27,11.33,172.49,176.84,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,230,LEFT,133.29,10.09,171.76,176.51,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,231,LEFT,138.27,8.53,171.34,176.29,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,232,LEFT,143.72,5.97,171.15,176.15,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,233,LEFT,146.11,4.42,171.16,176.2,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,238,LEFT,145.03,1.79,169.92,178.7,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,239,LEFT,140.8,1.88,170.41,179.49,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,240,LEFT,134.95,2.26,171.49,179.77,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,241,LEFT,128.74,3.7,171.82,179.4,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,242,LEFT,122.55,3.93,172.06,179.21,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,243,LEFT,117.46,4.07,173.08,177.97,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,244,LEFT,111.41,6.48,172.74,177.46,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,245,LEFT,102.31,8.41,173.2,177.44,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,246,LEFT,95.76,8.78,173.65,177.24,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,247,LEFT,91.18,8.98,174.47,176.94,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,248,LEFT,88.91,8.24,175.72,176.25,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,249,LEFT,83.34,9.01,175.86,176.22,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,250,LEFT,78.78,10.46,176.56,175.4,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,251,LEFT,74.97,11.53,176.37,175.33,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,252,LEFT,70.14,12.04,176.0,175.64,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,253,LEFT,66.22,11.59,175.87,176.05,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,254,LEFT,63.32,11.35,175.83,176.26,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,255,LEFT,61.27,11.09,175.73,176.59,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,261,LEFT,63.98,14.04,177.57,176.13,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,262,LEFT,68.97,14.15,177.47,176.01,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,263,LEFT,74.77,14.06,177.21,175.97,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,264,LEFT,79.99,13.77,177.69,175.76,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,265,LEFT,84.13,13.85,177.56,175.86,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,266,LEFT,88.01,13.77,176.89,177.1,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,267,LEFT,92.87,13.52,175.76,178.5,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,268,LEFT,97.33,13.8,173.96,179.96,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,269,LEFT,99.86,15.04,171.61,178.13,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,270,LEFT,103.97,14.01,171.05,177.52,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,271,LEFT,109.25,12.06,170.83,177.47,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,272,LEFT,112.75,10.64,170.32,177.98,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,273,LEFT,116.38,9.36,170.72,178.8,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,274,LEFT,120.99,8.29,170.47,179.22,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,275,LEFT,124.84,6.86,171.09,180.0,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,276,LEFT,128.58,5.44,171.19,179.53,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,277,LEFT,132.15,4.22,171.29,178.7,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,278,LEFT,137.68,2.63,170.97,178.09,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,279,LEFT,144.68,0.42,171.18,177.56,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,280,LEFT,150.66,2.8,171.22,177.05,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,281,LEFT,154.86,4.19,171.15,177.03,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,282,LEFT,157.72,5.08,171.07,177.1,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,285,LEFT,155.15,3.47,171.3,177.57,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,286,LEFT,153.03,2.76,171.95,177.4,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,287,LEFT,149.38,1.38,172.4,177.43,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,288,LEFT,142.53,1.21,172.51,177.6,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,289,LEFT,134.0,4.6,172.33,177.81,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,290,LEFT,127.95,6.46,172.28,177.89,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,291,LEFT,121.02,8.11,172.65,177.56,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,292,LEFT,116.81,8.98,172.52,177.44,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,293,LEFT,110.44,10.81,172.5,177.83,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,294,LEFT,105.27,11.7,172.93,177.69,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,295,LEFT,100.32,12.2,173.8,176.8,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,296,LEFT,95.46,11.92,175.28,175.54,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,297,LEFT,91.54,11.76,176.46,174.65,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,298,LEFT,89.0,11.23,176.86,174.43,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,300,LEFT,85.06,11.26,177.21,174.51,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,301,LEFT,82.72,11.07,176.71,176.02,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,302,LEFT,80.08,11.43,176.85,176.14,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,303,LEFT,78.49,11.64,176.58,176.38,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,304,LEFT,76.9,11.89,176.24,176.57,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,305,LEFT,75.24,12.27,175.84,176.92,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,306,LEFT,73.46,13.05,175.22,177.49,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,307,LEFT,71.68,13.46,174.88,177.13,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,309,LEFT,68.13,14.12,173.98,177.45,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,310,LEFT,65.99,14.68,173.37,177.83,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,311,LEFT,63.49,14.89,172.95,178.06,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,312,LEFT,61.45,15.02,173.24,178.05,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,313,LEFT,59.69,15.05,173.48,178.04,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,314,LEFT,57.48,15.28,173.99,177.9,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,320,LEFT,60.0,11.82,173.94,178.14,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,321,LEFT,62.15,11.42,173.6,177.99,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,322,LEFT,66.84,10.5,174.1,177.37,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,323,LEFT,71.21,9.35,175.11,176.38,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,324,LEFT,74.06,9.27,175.23,176.14,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,325,LEFT,78.64,8.42,174.9,175.49,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,326,LEFT,81.02,7.48,175.22,175.23,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,327,LEFT,83.46,7.26,175.1,174.98,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,328,LEFT,86.95,7.05,175.07,175.24,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,329,LEFT,88.91,6.67,174.79,176.4,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,330,LEFT,91.15,6.71,174.15,177.52,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,331,LEFT,92.85,6.42,173.71,178.17,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,332,LEFT,94.73,5.65,174.13,178.12,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,333,LEFT,97.05,5.38,174.39,177.96,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,334,LEFT,99.04,4.94,174.78,178.26,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,335,LEFT,101.96,4.76,174.37,179.39,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,336,LEFT,104.74,4.6,173.9,179.69,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,337,LEFT,108.15,4.17,173.72,179.51,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,338,LEFT,110.11,4.05,173.65,179.44,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,339,LEFT,112.22,3.97,173.82,179.35,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,341,LEFT,115.77,4.92,174.23,179.96,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,342,LEFT,117.61,5.31,174.13,179.14,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,343,LEFT,119.72,5.69,174.0,178.14,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,344,LEFT,121.59,6.12,173.97,177.07,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,345,LEFT,124.57,5.85,174.1,176.22,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,346,LEFT,126.51,5.59,174.29,176.43,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,347,LEFT,128.81,4.73,174.64,176.69,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,348,LEFT,133.09,2.84,174.94,176.76,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,349,LEFT,137.67,1.1,174.7,176.78,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,350,LEFT,139.98,0.47,174.57,176.74,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,351,LEFT,142.37,0.16,173.93,176.48,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,352,LEFT,144.34,0.33,173.93,176.02,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,358,LEFT,139.06,3.37,171.88,176.88,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,359,LEFT,136.68,3.69,171.94,176.81,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,360,LEFT,131.75,4.23,172.12,176.97,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,361,LEFT,127.43,4.37,172.04,177.02,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,362,LEFT,124.35,4.68,171.43,177.04,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,363,LEFT,120.78,5.11,170.87,177.34,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,364,LEFT,115.42,7.1,169.93,177.83,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,365,LEFT,112.59,7.47,169.12,177.9,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,366,LEFT,108.5,8.0,168.75,177.93,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,367,LEFT,105.18,7.41,168.7,177.77,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,368,LEFT,101.0,6.89,168.8,177.46,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,369,LEFT,98.1,6.35,168.54,177.48,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,370,LEFT,95.9,6.24,168.51,177.42,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,371,LEFT,93.82,6.68,168.6,177.13,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,372,LEFT,91.29,6.28,169.54,176.29,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,373,LEFT,88.09,6.9,170.62,175.47,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,374,LEFT,85.58,7.07,170.97,175.03,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,375,LEFT,82.86,8.48,171.38,174.59,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,376,LEFT,80.63,9.14,171.45,174.56,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,377,LEFT,78.44,10.11,171.53,174.32,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,378,LEFT,74.58,10.28,172.17,174.15,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,379,LEFT,71.7,10.31,173.06,173.85,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,380,LEFT,68.5,10.39,173.51,173.8,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,382,LEFT,65.29,8.76,174.73,172.58,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,383,LEFT,62.87,8.53,175.35,171.57,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,389,LEFT,65.01,8.68,176.01,172.19,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,390,LEFT,68.53,8.95,175.46,172.49,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,391,LEFT,73.01,8.78,175.39,172.96,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,392,LEFT,76.8,8.84,175.26,173.1,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,393,LEFT,79.0,9.52,174.72,172.81,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,394,LEFT,81.97,9.58,174.43,173.46,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,395,LEFT,85.38,9.83,174.56,173.58,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,396,LEFT,87.91,9.82,174.5,173.77,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,397,LEFT,89.65,9.8,174.13,174.75,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,398,LEFT,91.76,10.09,173.83,175.63,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,399,LEFT,94.27,10.53,173.69,176.04,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,400,LEFT,97.01,10.83,173.59,176.36,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,401,LEFT,99.52,10.86,173.63,176.43,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,402,LEFT,102.49,10.91,173.55,176.52,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,403,LEFT,105.13,10.79,173.2,177.01,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,404,LEFT,107.36,10.55,172.89,177.26,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,405,LEFT,109.71,10.63,172.32,177.68,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,406,LEFT,111.93,10.87,171.43,177.91,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,407,LEFT,114.76,10.31,171.7,177.6,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,408,LEFT,118.07,9.38,171.83,177.43,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,409,LEFT,119.85,8.61,172.16,177.16,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,410,LEFT,123.29,7.22,172.79,176.94,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,411,LEFT,127.15,5.79,173.7,176.41,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,412,LEFT,130.54,4.57,173.94,176.26,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,413,LEFT,132.74,3.81,174.13,176.13,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,414,LEFT,135.06,3.14,174.09,176.23,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,415,LEFT,137.1,2.46,174.06,176.09,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,416,LEFT,138.8,2.16,173.92,176.13,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,424,LEFT,135.15,3.87,173.95,176.03,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,425,LEFT,131.25,5.36,173.75,176.11,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,426,LEFT,128.12,5.99,173.06,176.2,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,427,LEFT,123.98,6.83,172.49,176.47,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,428,LEFT,120.4,7.48,171.84,176.67,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,429,LEFT,116.82,7.96,171.64,176.67,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,430,LEFT,111.9,8.61,171.53,177.23,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,431,LEFT,108.62,9.33,171.53,177.56,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,432,LEFT,105.15,9.4,171.21,178.29,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,433,LEFT,100.74,9.28,171.53,178.37,1,Good
Bicep_curls,WhatsApp Video 2026-04-05 at 23.56.59.mp4,434,LEFT,97.58,8.78,172.4,177.85,1,Good
